20.64202,0
21.07396,1
21.50999,0
21.97374,0
22.12603,1
22.32585,0
22.82218,0
23.29005,0
24.04176,0
24.74195,0
25.23813,0
25.67384,0
26.10637,0
26.47373,0
27.14197,0
27.54208,0
27.946,0
28.45779,0
28.89043,0
29.2909,1
29.69061,0
30.09383,0
30.5581,0
30.93779,0
31.3224,0
31.6897,0
32.09398,0
32.52588,0
32.92591,0
33.33791,0
33.78989,0
34.14188,0
34.55776,0
34.91006,0
35.29072,0
35.7737,0
36.10629,0
36.5059,0
36.97406,0
37.32279,0
37.77382,0
38.1575,0
38.53781,0
38.8901,0
39.34187,0
40.09,0
42.10669,0
42.45842,0
42.65777,1
43.10605,0
43.55771,0
43.75808,0
43.97805,0
44.41001,0
44.92609,0
46.02275,0
46.33778,0
46.87412,0
47.30635,0
47.74179,0
48.47358,0
49.22603,0
49.99064,0
50.85798,0
51.65784,0
52.44169,0
52.90661,0
54.50573,0
54.8579,0
55.29057,0
55.70636,0
56.12188,0
56.50713,0
56.90568,0
57.29413,0
57.48958,1
57.70705,0
58.12601,0
58.50601,0
58.92184,0
59.14199,1
59.30574,0
59.68993,0
60.05782,0
60.52594,0
60.68973,1
60.90601,0
61.77364,0
62.45745,0
63.12209,0
63.60681,0
64.12606,0
64.27353,1
64.48969,0
64.726,1
64.92598,0
65.10972,1
65.27765,0
65.47788,1
65.70995,0
65.8746,1
66.10693,0
66.28976,1
66.47395,0
66.67368,1
66.90659,0
67.05802,1
67.30656,0
67.72276,1
68.07363,0
69.58988,0
69.90576,0
70.45803,0
70.94176,0
71.326,0
72.17403,0
72.34206,1
72.72598,0
73.14194,0
73.32228,1
73.50996,0
74.15776,0
74.50568,1
75.25768,0
75.87796,0
76.2908,0
76.5061,0
76.93879,0
77.37804,0
77.70626,0
78.2756,0
78.70565,0
79.08967,0
79.67452,0
80.1065,0
80.45763,1
80.87382,0
82.27374,1
82.70584,1
82.88967,0
83.65777,1
84.08983,0
84.72592,0
84.90608,1
85.46153,1
85.83841,1
86.09095,0
86.28984,1
86.93821,1
87.29079,0
88.02587,0
88.67409,1
89.05806,1
89.27375,0
90.04189,1
90.47446,0
91.07459,0
91.48981,0
91.85782,0
92.25805,0
